IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
150.230.108.82,8443,0,true,NRT,Asia Pacific,Tokyo,109,0.03
138.3.216.181,2053,0,true,NRT,Asia Pacific,Tokyo,79,0.03
138.2.26.80,2087,0,true,NRT,Asia Pacific,Tokyo,111,0.03
151.145.65.108,2053,0,true,NRT,Asia Pacific,Tokyo,77,0.03
140.238.42.149,2083,0,true,NRT,Asia Pacific,Tokyo,77,0.03
132.145.123.6,2083,0,true,NRT,Asia Pacific,Tokyo,79,0.03
155.248.177.90,2053,0,true,NRT,Asia Pacific,Tokyo,97,0.03
138.2.11.227,2053,0,true,NRT,Asia Pacific,Tokyo,100,0.03
129.213.118.11,80,0,false,IAD,North America,Ashburn,230,0.03
141.147.78.248,443,0,true,FRA,Europe,Frankfurt,275,0.03
158.179.184.144,8443,0,true,NRT,Asia Pacific,Tokyo,112,0.03
138.3.222.50,2096,0,true,NRT,Asia Pacific,Tokyo,78,0.03
138.2.27.113,2087,0,true,NRT,Asia Pacific,Tokyo,178,0.03
132.145.123.6,2096,0,true,NRT,Asia Pacific,Tokyo,86,0.03
158.101.136.128,2053,0,true,NRT,Asia Pacific,Tokyo,79,0.03
138.2.19.154,2083,0,true,NRT,Asia Pacific,Tokyo,96,0.03
138.2.11.227,2087,0,true,NRT,Asia Pacific,Tokyo,120,0.03
158.101.136.128,2096,0,true,NRT,Asia Pacific,Tokyo,122,0.03
158.101.136.221,2096,0,true,NRT,Asia Pacific,Tokyo,92,0.03
155.248.177.90,8443,0,true,NRT,Asia Pacific,Tokyo,82,0.03
158.101.136.221,2083,0,true,NRT,Asia Pacific,Tokyo,84,0.03
155.248.177.90,2096,0,true,NRT,Asia Pacific,Tokyo,89,0.03
138.2.26.80,2053,0,true,NRT,Asia Pacific,Tokyo,169,0.03
158.101.136.128,8443,0,true,NRT,Asia Pacific,Tokyo,99,0.03
138.2.19.154,2053,0,true,NRT,Asia Pacific,Tokyo,119,0.03
155.248.177.90,2083,0,true,NRT,Asia Pacific,Tokyo,81,0.03
158.101.136.221,2053,0,true,NRT,Asia Pacific,Tokyo,86,0.02
138.3.216.181,2096,0,true,NRT,Asia Pacific,Tokyo,82,0.02
150.230.108.82,2096,0,true,NRT,Asia Pacific,Tokyo,83,0.02
138.3.222.50,2087,0,true,NRT,Asia Pacific,Tokyo,129,0.02
150.230.105.183,2087,0,true,NRT,Asia Pacific,Tokyo,84,0.02
155.248.162.233,2087,0,true,NRT,Asia Pacific,Tokyo,104,0.02
138.3.216.181,8443,0,true,NRT,Asia Pacific,Tokyo,224,0.02
129.146.23.172,80,0,false,LAX,North America,Los Angeles,205,0.02
158.179.184.144,2053,0,true,NRT,Asia Pacific,Tokyo,141,0.02
158.101.136.128,2083,0,true,NRT,Asia Pacific,Tokyo,91,0.02
150.230.108.82,2087,0,true,NRT,Asia Pacific,Tokyo,90,0.02
138.3.216.181,2087,0,true,NRT,Asia Pacific,Tokyo,91,0.02
138.2.14.77,8443,0,true,NRT,Asia Pacific,Tokyo,84,0.02
138.2.27.113,8443,0,true,NRT,Asia Pacific,Tokyo,117,0.02
152.70.102.142,2053,0,true,NRT,Asia Pacific,Tokyo,79,0.02
138.2.6.248,2053,0,true,NRT,Asia Pacific,Tokyo,115,0.02
150.230.108.82,2053,0,true,NRT,Asia Pacific,Tokyo,85,0.02
155.248.162.233,8443,0,true,NRT,Asia Pacific,Tokyo,108,0.02
140.238.37.162,2053,0,true,NRT,Asia Pacific,Tokyo,79,0.02
138.2.6.248,8443,0,true,NRT,Asia Pacific,Tokyo,83,0.02
150.230.105.183,2083,0,true,NRT,Asia Pacific,Tokyo,85,0.02
168.138.203.39,2053,0,true,NRT,Asia Pacific,Tokyo,104,0.02
138.3.222.50,8443,0,true,NRT,Asia Pacific,Tokyo,95,0.02
138.2.26.80,2083,0,true,NRT,Asia Pacific,Tokyo,90,0.02
138.2.27.113,2083,0,true,NRT,Asia Pacific,Tokyo,203,0.02
158.101.136.221,2087,0,true,NRT,Asia Pacific,Tokyo,102,0.02
152.70.102.142,8443,0,true,NRT,Asia Pacific,Tokyo,96,0.02
151.145.65.108,8443,0,true,NRT,Asia Pacific,Tokyo,94,0.02
168.138.203.39,2087,0,true,NRT,Asia Pacific,Tokyo,97,0.02
150.230.105.183,8443,0,true,NRT,Asia Pacific,Tokyo,102,0.02
158.179.184.144,2083,0,true,NRT,Asia Pacific,Tokyo,174,0.02
138.2.19.154,2087,0,true,NRT,Asia Pacific,Tokyo,80,0.02
152.70.102.142,2096,0,true,NRT,Asia Pacific,Tokyo,89,0.02
138.2.14.77,2053,0,true,NRT,Asia Pacific,Tokyo,94,0.02
138.2.27.113,2096,0,true,NRT,Asia Pacific,Tokyo,114,0.02
150.230.108.82,2083,0,true,NRT,Asia Pacific,Tokyo,91,0.02
158.101.136.128,2087,0,true,NRT,Asia Pacific,Tokyo,135,0.02
138.2.26.80,8443,0,true,NRT,Asia Pacific,Tokyo,78,0.02
158.101.93.200,2087,0,true,NRT,Asia Pacific,Tokyo,77,0.02
138.2.14.77,2083,0,true,NRT,Asia Pacific,Tokyo,91,0.02
138.2.11.227,2096,0,true,NRT,Asia Pacific,Tokyo,93,0.02
152.70.102.142,2087,0,true,NRT,Asia Pacific,Tokyo,101,0.02
140.238.37.162,2083,0,true,NRT,Asia Pacific,Tokyo,91,0.02
138.3.222.50,2053,0,true,NRT,Asia Pacific,Tokyo,124,0.02
132.145.123.6,8443,0,true,NRT,Asia Pacific,Tokyo,80,0.02
155.248.162.233,2096,0,true,NRT,Asia Pacific,Tokyo,108,0.02
138.2.27.113,2053,0,true,NRT,Asia Pacific,Tokyo,111,0.02
168.138.203.39,2053,0,true,NRT,Asia Pacific,Tokyo,90,0.02
152.70.102.142,2083,0,true,NRT,Asia Pacific,Tokyo,95,0.02
151.145.65.108,2096,0,true,NRT,Asia Pacific,Tokyo,86,0.02
158.179.184.144,2096,0,true,NRT,Asia Pacific,Tokyo,138,0.02
168.138.203.39,2096,0,true,NRT,Asia Pacific,Tokyo,82,0.02
155.248.177.90,2087,0,true,NRT,Asia Pacific,Tokyo,75,0.02
132.145.123.6,2087,0,true,NRT,Asia Pacific,Tokyo,85,0.02
132.145.123.6,2053,0,true,NRT,Asia Pacific,Tokyo,87,0.02
151.145.65.108,2083,0,true,NRT,Asia Pacific,Tokyo,120,0.02
138.2.11.227,8443,0,true,NRT,Asia Pacific,Tokyo,91,0.02
138.2.154.115,80,0,false,FRA,Europe,Frankfurt,192,0.02
168.138.203.39,2096,0,true,NRT,Asia Pacific,Tokyo,165,0.02
168.138.203.39,8443,0,true,NRT,Asia Pacific,Tokyo,96,0.02
138.2.230.90,2095,0,false,SJC,North America,San Jose,212,0.02
168.138.203.39,2083,0,true,NRT,Asia Pacific,Tokyo,96,0.02
138.3.222.50,2083,0,true,NRT,Asia Pacific,Tokyo,94,0.02
150.230.105.183,2053,0,true,NRT,Asia Pacific,Tokyo,89,0.02
158.101.93.200,2053,0,true,NRT,Asia Pacific,Tokyo,84,0.02
151.145.65.108,2087,0,true,NRT,Asia Pacific,Tokyo,82,0.02
138.2.19.154,8443,0,true,NRT,Asia Pacific,Tokyo,120,0.02
155.248.162.233,2083,0,true,NRT,Asia Pacific,Tokyo,135,0.02
158.101.93.200,2083,0,true,NRT,Asia Pacific,Tokyo,92,0.02
168.138.203.39,80,0,false,NRT,Asia Pacific,Tokyo,94,0.02
129.146.175.56,80,0,false,LAX,North America,Los Angeles,178,0.01
168.138.190.109,80,0,false,SIN,Asia Pacific,Singapore,1,0.01
138.2.14.77,2087,0,true,NRT,Asia Pacific,Tokyo,85,0.01
155.248.206.78,2095,0,false,SJC,North America,San Jose,174,0.01
165.1.71.120,2095,0,false,SJC,North America,San Jose,180,0.01
144.24.163.83,2095,0,false,FRA,Europe,Frankfurt,178,0.01
192.9.138.102,80,0,false,SJC,North America,San Jose,223,0.01
138.2.181.173,2095,0,false,SIN,Asia Pacific,Singapore,180,0.01
141.144.250.193,2095,0,false,FRA,Europe,Frankfurt,195,0.01
143.47.109.11,8080,0,false,IAD,North America,Ashburn,223,0.01
130.162.232.71,2095,0,false,FRA,Europe,Frankfurt,175,0.01
138.2.6.248,2086,0,false,NRT,Asia Pacific,Tokyo,80,0.01
158.179.184.144,2087,0,true,NRT,Asia Pacific,Tokyo,132,0.01
146.235.200.252,80,0,false,SJC,North America,San Jose,189,0.01
146.56.134.155,80,0,false,HKG,Asia Pacific,Hong Kong,71,0.01
213.35.121.216,80,0,false,SIN,Asia Pacific,Singapore,33,0.01
213.35.122.57,80,0,false,SIN,Asia Pacific,Singapore,34,0.01
155.248.205.22,80,0,false,SJC,North America,San Jose,211,0.01
155.248.168.161,80,0,false,HKG,Asia Pacific,Hong Kong,80,0.01
129.159.34.113,80,0,false,SJC,North America,San Jose,194,0.01
155.248.169.61,80,0,false,NRT,Asia Pacific,Tokyo,76,0.01
150.230.118.127,80,0,false,LHR,Europe,London,169,0.00
138.2.112.229,80,0,false,ICN,Asia Pacific,Seoul,68,0.00
138.3.214.94,80,0,false,HKG,Asia Pacific,Hong Kong,87,0.00
138.3.223.255,80,0,false,HKG,Asia Pacific,Hong Kong,80,0.00
144.24.88.94,80,0,false,ICN,Asia Pacific,Seoul,79,0.00
141.147.88.36,80,0,false,LHR,Europe,London,192,0.00
146.235.218.69,80,0,false,SJC,North America,San Jose,183,0.00
146.56.46.54,80,0,false,ICN,Asia Pacific,Seoul,97,0.00
129.151.167.170,80,0,false,NBO,Africa,Nairobi,291,0.00
165.1.70.109,80,0,false,SJC,North America,San Jose,187,0.00
155.248.187.241,80,0,false,NRT,Asia Pacific,Tokyo,81,0.00
192.18.135.225,80,0,false,SJC,North America,San Jose,191,0.00
165.1.70.109,443,0,false,SJC,North America,San Jose,195,0.00
158.180.79.112,443,0,false,ICN,Asia Pacific,Seoul,67,0.00
193.122.117.38,8080,0,false,ICN,Asia Pacific,Seoul,71,0.00
193.122.117.38,8080,0,false,ICN,Asia Pacific,Seoul,71,0.00
140.238.8.180,8080,0,false,ICN,Asia Pacific,Seoul,74,0.00
140.238.150.113,80,0,false,ORD,North America,Chicago,225,0.00
155.248.192.115,80,0,false,SJC,North America,San Jose,187,0.00
158.179.175.40,8080,0,false,ICN,Asia Pacific,Seoul,67,0.00
132.226.200.151,80,0,false,FRA,Europe,Frankfurt,166,0.00
89.168.45.147,80,0,false,CDG,Europe,Paris,174,0.00
150.136.63.56,80,0,false,IAD,North America,Ashburn,288,0.00
193.122.123.249,80,0,false,ICN,Asia Pacific,Seoul,66,0.00
144.22.163.224,80,0,false,GRU,South America,São Paulo,356,0.00
138.2.141.104,80,0,false,FRA,Europe,Frankfurt,178,0.00
130.162.160.241,80,0,false,LHR,Europe,London,159,0.00
140.238.11.53,80,0,false,HKG,Asia Pacific,Hong Kong,74,0.00
143.47.178.255,80,0,false,AMS,Europe,Amsterdam,173,0.00
193.122.114.77,80,0,false,HKG,Asia Pacific,Hong Kong,71,0.00
193.122.114.77,80,0,false,HKG,Asia Pacific,Hong Kong,67,0.00
144.21.60.235,80,0,false,LHR,Europe,London,184,0.00
141.147.103.238,80,0,false,LHR,Europe,London,170,0.00
213.35.98.197,8880,8880,false,SIN,Asia Pacific,Singapore,2,0.00
213.35.98.197,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
146.235.17.21,443,443,true,SIN,Asia Pacific,Singapore,14,0.00
168.138.177.109,443,0,true,SIN,Asia Pacific,Singapore,14,0.00
129.150.48.166,2095,0,false,SIN,Asia Pacific,Singapore,25,0.00
138.2.75.36,443,443,true,SIN,Asia Pacific,Singapore,43,0.00
150.230.131.104,443,0,true,HYD,Asia Pacific,Hyderabad,46,0.00
138.2.80.141,443,443,true,SIN,Asia Pacific,Singapore,46,0.00
138.2.75.91,443,0,true,SIN,Asia Pacific,Singapore,59,0.00
140.238.8.243,8080,0,false,ICN,Asia Pacific,Seoul,66,0.00
152.70.237.179,443,0,true,NRT,Asia Pacific,Tokyo,66,0.00
146.56.132.2,80,0,false,NRT,Asia Pacific,Tokyo,66,0.00
146.56.151.87,2087,2096,true,ICN,Asia Pacific,Seoul,67,0.00
144.24.83.39,443,443,true,ICN,Asia Pacific,Seoul,67,0.00
150.230.252.145,80,0,false,ICN,Asia Pacific,Seoul,67,0.00
168.138.190.120,443,0,true,SIN,Asia Pacific,Singapore,69,0.00
146.56.130.73,80,0,false,HKG,Asia Pacific,Hong Kong,70,0.00
152.70.248.96,443,443,true,ICN,Asia Pacific,Seoul,72,0.00
152.70.235.207,443,0,true,NRT,Asia Pacific,Tokyo,72,0.00
150.230.249.48,443,443,true,ICN,Asia Pacific,Seoul,73,0.00
141.147.167.44,2083,2083,true,NRT,Asia Pacific,Tokyo,73,0.00
140.238.54.164,2052,0,false,NRT,Asia Pacific,Tokyo,73,0.00
150.230.219.168,8880,8880,false,NRT,Asia Pacific,Tokyo,73,0.00
158.101.144.189,8080,8080,false,NRT,Asia Pacific,Tokyo,73,0.00
141.147.166.189,2053,2053,true,NRT,Asia Pacific,Tokyo,74,0.00
168.138.198.50,8080,0,false,SIN,Asia Pacific,Singapore,74,0.00
132.145.123.17,2095,0,false,HKG,Asia Pacific,Hong Kong,74,0.00
150.230.201.63,8080,8080,false,NRT,Asia Pacific,Tokyo,75,0.00
141.147.160.221,2083,2083,true,NRT,Asia Pacific,Tokyo,75,0.00
150.230.212.9,2095,2095,false,NRT,Asia Pacific,Tokyo,75,0.00
168.138.206.109,2096,2096,true,NRT,Asia Pacific,Tokyo,75,0.00
158.101.137.96,2095,0,false,NRT,Asia Pacific,Tokyo,75,0.00
131.186.46.75,8080,0,false,NRT,Asia Pacific,Tokyo,75,0.00
131.186.46.75,8880,0,false,NRT,Asia Pacific,Tokyo,75,0.00
158.179.186.170,2095,0,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.136.221,8880,0,false,NRT,Asia Pacific,Tokyo,75,0.00
141.147.182.70,2087,2087,true,NRT,Asia Pacific,Tokyo,75,0.00
168.138.46.67,443,0,true,KIX,Asia Pacific,Osaka,75,0.00
150.230.207.53,2095,2095,false,NRT,Asia Pacific,Tokyo,75,0.00
158.179.191.14,2082,2082,false,NRT,Asia Pacific,Tokyo,75,0.00
158.179.186.170,2052,0,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.139.42,8880,8880,false,NRT,Asia Pacific,Tokyo,75,0.00
158.179.189.235,2052,2052,false,NRT,Asia Pacific,Tokyo,75,0.00
141.147.160.221,2087,0,true,NRT,Asia Pacific,Tokyo,75,0.00
150.230.216.117,2087,2087,true,NRT,Asia Pacific,Tokyo,75,0.00
158.179.186.170,80,0,false,NRT,Asia Pacific,Tokyo,75,0.00
158.179.188.175,8080,8080,false,NRT,Asia Pacific,Tokyo,76,0.00
132.145.120.118,80,0,false,NRT,Asia Pacific,Tokyo,76,0.00
158.101.137.96,2083,0,true,NRT,Asia Pacific,Tokyo,76,0.00
158.101.137.96,8880,8880,false,NRT,Asia Pacific,Tokyo,76,0.00
168.138.41.79,443,443,true,KIX,Asia Pacific,Osaka,76,0.00
132.226.7.217,443,0,true,HKG,Asia Pacific,Hong Kong,76,0.00
140.238.33.161,443,0,true,HKG,Asia Pacific,Hong Kong,76,0.00
150.230.217.29,8880,0,false,NRT,Asia Pacific,Tokyo,76,0.00
158.179.189.235,8880,8880,false,NRT,Asia Pacific,Tokyo,77,0.00
158.101.136.221,2087,0,true,NRT,Asia Pacific,Tokyo,77,0.00
141.147.174.7,2096,2096,true,NRT,Asia Pacific,Tokyo,77,0.00
158.101.136.128,8880,0,false,NRT,Asia Pacific,Tokyo,77,0.00
158.179.189.235,2095,2095,false,NRT,Asia Pacific,Tokyo,77,0.00
168.138.202.169,2096,2096,true,NRT,Asia Pacific,Tokyo,77,0.00
150.230.197.156,2083,2083,true,NRT,Asia Pacific,Tokyo,77,0.00
158.179.186.170,8880,0,false,NRT,Asia Pacific,Tokyo,77,0.00
141.147.182.70,2096,0,true,NRT,Asia Pacific,Tokyo,77,0.00
141.147.169.195,2053,2053,true,NRT,Asia Pacific,Tokyo,77,0.00
150.230.212.213,2053,2053,true,NRT,Asia Pacific,Tokyo,77,0.00
141.147.182.70,2053,2053,true,NRT,Asia Pacific,Tokyo,77,0.00
158.101.137.96,80,80,false,NRT,Asia Pacific,Tokyo,78,0.00
131.186.58.151,2052,2052,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.136.128,2095,0,false,NRT,Asia Pacific,Tokyo,78,0.00
150.230.212.9,2052,2052,false,NRT,Asia Pacific,Tokyo,78,0.00
141.147.167.44,8443,8443,true,NRT,Asia Pacific,Tokyo,78,0.00
168.138.202.169,8443,8443,true,NRT,Asia Pacific,Tokyo,78,0.00
158.179.189.235,8080,8080,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.140.252,80,80,false,NRT,Asia Pacific,Tokyo,78,0.00
141.147.179.64,2053,2053,true,NRT,Asia Pacific,Tokyo,78,0.00
150.230.201.63,8880,8880,false,NRT,Asia Pacific,Tokyo,78,0.00
168.138.202.145,2087,0,true,NRT,Asia Pacific,Tokyo,78,0.00
150.230.199.118,2087,0,true,NRT,Asia Pacific,Tokyo,78,0.00
141.147.164.123,2083,2083,true,NRT,Asia Pacific,Tokyo,78,0.00
138.2.120.207,80,0,false,ICN,Asia Pacific,Seoul,78,0.00
158.179.189.235,2086,2086,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.136.128,2083,0,true,NRT,Asia Pacific,Tokyo,78,0.00
150.230.207.53,2083,2083,true,NRT,Asia Pacific,Tokyo,79,0.00
132.145.81.117,443,0,true,ICN,Asia Pacific,Seoul,79,0.00
141.147.182.70,8443,8443,true,NRT,Asia Pacific,Tokyo,79,0.00
131.186.46.75,2087,0,true,NRT,Asia Pacific,Tokyo,79,0.00
141.147.169.195,8443,0,true,NRT,Asia Pacific,Tokyo,79,0.00
141.147.147.28,443,443,true,KIX,Asia Pacific,Osaka,79,0.00
131.186.35.189,2082,0,false,NRT,Asia Pacific,Tokyo,79,0.00
158.179.188.175,2095,2095,false,NRT,Asia Pacific,Tokyo,79,0.00
150.230.207.53,2053,2053,true,NRT,Asia Pacific,Tokyo,79,0.00
132.145.91.117,80,0,false,ICN,Asia Pacific,Seoul,79,0.00
150.230.213.65,2053,0,true,NRT,Asia Pacific,Tokyo,79,0.00
140.238.36.216,80,0,false,NRT,Asia Pacific,Tokyo,80,0.00
141.147.164.54,2096,0,true,NRT,Asia Pacific,Tokyo,80,0.00
141.147.164.54,2053,2053,true,NRT,Asia Pacific,Tokyo,80,0.00
132.145.123.17,80,0,false,HKG,Asia Pacific,Hong Kong,80,0.00
131.186.37.69,8080,0,false,NRT,Asia Pacific,Tokyo,80,0.00
158.179.191.14,2086,2086,false,NRT,Asia Pacific,Tokyo,80,0.00
168.138.198.202,2052,0,false,NRT,Asia Pacific,Tokyo,80,0.00
150.230.212.213,8080,8080,false,NRT,Asia Pacific,Tokyo,80,0.00
141.147.165.179,2083,2083,true,NRT,Asia Pacific,Tokyo,80,0.00
131.186.39.42,2082,2082,false,NRT,Asia Pacific,Tokyo,80,0.00
158.101.136.221,8080,0,false,NRT,Asia Pacific,Tokyo,80,0.00
158.179.191.14,80,80,false,NRT,Asia Pacific,Tokyo,80,0.00
168.138.198.53,2053,2053,true,NRT,Asia Pacific,Tokyo,80,0.00
150.230.61.252,80,0,false,KIX,Asia Pacific,Osaka,80,0.00
150.230.212.9,2053,2053,true,NRT,Asia Pacific,Tokyo,80,0.00
168.138.200.155,2083,2083,true,NRT,Asia Pacific,Tokyo,80,0.00
141.147.179.64,2096,2096,true,NRT,Asia Pacific,Tokyo,80,0.00
150.230.213.65,8443,0,true,NRT,Asia Pacific,Tokyo,80,0.00
141.147.163.68,443,443,true,NRT,Asia Pacific,Tokyo,80,0.00
158.101.148.105,443,443,true,HKG,Asia Pacific,Hong Kong,80,0.00
150.230.197.156,2053,2053,true,NRT,Asia Pacific,Tokyo,81,0.00
150.230.197.156,8880,8880,false,NRT,Asia Pacific,Tokyo,81,0.00
138.3.223.9,80,0,false,NRT,Asia Pacific,Tokyo,81,0.00
150.230.207.53,2087,2087,true,NRT,Asia Pacific,Tokyo,81,0.00
168.138.198.53,2087,2087,true,NRT,Asia Pacific,Tokyo,81,0.00
151.145.70.243,443,0,true,HKG,Asia Pacific,Hong Kong,81,0.00
158.101.143.49,2053,2053,true,NRT,Asia Pacific,Tokyo,81,0.00
158.179.189.235,80,0,false,NRT,Asia Pacific,Tokyo,81,0.00
168.138.206.109,8443,8443,true,NRT,Asia Pacific,Tokyo,81,0.00
150.230.204.21,80,0,false,NRT,Asia Pacific,Tokyo,81,0.00
150.230.202.232,2087,2087,true,NRT,Asia Pacific,Tokyo,81,0.00
141.147.168.39,443,443,true,NRT,Asia Pacific,Tokyo,82,0.00
168.138.202.169,2083,2083,true,NRT,Asia Pacific,Tokyo,82,0.00
168.138.205.195,2083,2083,true,NRT,Asia Pacific,Tokyo,82,0.00
158.179.186.170,2082,0,false,NRT,Asia Pacific,Tokyo,82,0.00
168.138.198.202,2087,2087,true,NRT,Asia Pacific,Tokyo,82,0.00
131.186.35.189,2052,2052,false,NRT,Asia Pacific,Tokyo,82,0.00
150.230.207.53,80,80,false,NRT,Asia Pacific,Tokyo,82,0.00
158.179.191.14,8880,8880,false,NRT,Asia Pacific,Tokyo,82,0.00
130.162.195.231,8080,0,false,MEL,Oceania,Melbourne,82,0.00
152.67.211.182,80,0,false,ICN,Asia Pacific,Seoul,83,0.00
150.230.202.232,8880,8880,false,NRT,Asia Pacific,Tokyo,83,0.00
131.186.58.151,2053,0,true,NRT,Asia Pacific,Tokyo,83,0.00
141.147.186.227,443,0,true,HKG,Asia Pacific,Hong Kong,83,0.00
141.147.164.123,8443,8443,true,NRT,Asia Pacific,Tokyo,83,0.00
140.83.35.10,2095,0,false,NRT,Asia Pacific,Tokyo,84,0.00
150.230.201.39,8880,8880,false,NRT,Asia Pacific,Tokyo,84,0.00
141.147.178.154,443,0,true,HKG,Asia Pacific,Hong Kong,84,0.00
131.186.58.151,2086,2086,false,NRT,Asia Pacific,Tokyo,84,0.00
150.230.202.232,2083,2083,true,NRT,Asia Pacific,Tokyo,84,0.00
141.147.160.86,2083,2083,true,NRT,Asia Pacific,Tokyo,85,0.00
151.145.68.74,443,443,true,HKG,Asia Pacific,Hong Kong,85,0.00
158.101.136.221,2052,0,false,NRT,Asia Pacific,Tokyo,85,0.00
158.101.136.221,2095,0,false,NRT,Asia Pacific,Tokyo,85,0.00
158.179.188.175,2096,2096,true,NRT,Asia Pacific,Tokyo,85,0.00
150.230.213.65,2052,0,false,NRT,Asia Pacific,Tokyo,85,0.00
141.147.164.54,2087,2087,true,NRT,Asia Pacific,Tokyo,85,0.00
168.138.198.53,2083,2083,true,NRT,Asia Pacific,Tokyo,85,0.00
158.101.143.49,2095,2095,false,NRT,Asia Pacific,Tokyo,86,0.00
158.179.188.175,2082,2082,false,NRT,Asia Pacific,Tokyo,86,0.00
131.186.60.162,2096,0,true,NRT,Asia Pacific,Tokyo,87,0.00
150.230.201.39,2083,2083,true,NRT,Asia Pacific,Tokyo,87,0.00
168.138.206.68,2087,2087,true,NRT,Asia Pacific,Tokyo,87,0.00
141.147.169.195,2087,2087,true,NRT,Asia Pacific,Tokyo,88,0.00
141.147.164.153,2087,2087,true,NRT,Asia Pacific,Tokyo,88,0.00
132.145.115.17,8080,0,false,NRT,Asia Pacific,Tokyo,88,0.00
168.138.203.39,2087,0,true,NRT,Asia Pacific,Tokyo,89,0.00
168.138.206.109,2083,2083,true,NRT,Asia Pacific,Tokyo,89,0.00
150.230.202.145,80,0,false,HKG,Asia Pacific,Hong Kong,89,0.00
158.101.144.189,2052,2052,false,NRT,Asia Pacific,Tokyo,89,0.00
132.226.8.9,2087,0,true,NRT,Asia Pacific,Tokyo,91,0.00
132.145.121.175,2052,2052,false,NRT,Asia Pacific,Tokyo,92,0.00
158.101.144.189,2087,2087,true,NRT,Asia Pacific,Tokyo,92,0.00
168.138.198.202,2083,2083,true,NRT,Asia Pacific,Tokyo,93,0.00
158.101.136.128,2082,0,false,NRT,Asia Pacific,Tokyo,94,0.00
131.186.39.42,2096,0,true,NRT,Asia Pacific,Tokyo,94,0.00
168.138.198.53,2096,2096,true,NRT,Asia Pacific,Tokyo,95,0.00
150.230.202.232,2053,2053,true,NRT,Asia Pacific,Tokyo,96,0.00
150.230.216.117,2096,0,true,NRT,Asia Pacific,Tokyo,97,0.00
132.145.112.247,8080,0,false,NRT,Asia Pacific,Tokyo,98,0.00
141.147.164.123,2053,2053,true,NRT,Asia Pacific,Tokyo,100,0.00
132.226.5.76,8443,0,true,NRT,Asia Pacific,Tokyo,109,0.00
168.138.212.196,2096,2096,true,HKG,Asia Pacific,Hong Kong,117,0.00
158.179.25.28,443,0,true,MEL,Oceania,Melbourne,119,0.00
158.101.136.239,80,80,false,NRT,Asia Pacific,Tokyo,121,0.00
132.226.0.181,2082,0,false,NRT,Asia Pacific,Tokyo,121,0.00
141.147.169.131,2083,2083,true,NRT,Asia Pacific,Tokyo,123,0.00
129.151.134.185,443,443,true,HKG,Asia Pacific,Hong Kong,124,0.00
131.186.35.189,2095,0,false,NRT,Asia Pacific,Tokyo,124,0.00
150.230.216.117,8443,0,true,NRT,Asia Pacific,Tokyo,125,0.00
168.138.203.39,8443,0,true,NRT,Asia Pacific,Tokyo,131,0.00
132.145.121.242,8880,0,false,HKG,Asia Pacific,Hong Kong,132,0.00
158.179.186.123,8880,8880,false,HKG,Asia Pacific,Hong Kong,133,0.00
158.179.186.123,2052,2052,false,HKG,Asia Pacific,Hong Kong,133,0.00
158.179.186.123,80,80,false,HKG,Asia Pacific,Hong Kong,133,0.00
158.179.186.123,2095,0,false,HKG,Asia Pacific,Hong Kong,134,0.00
158.179.186.123,2082,2082,false,HKG,Asia Pacific,Hong Kong,136,0.00
158.101.142.103,2087,0,true,HKG,Asia Pacific,Hong Kong,138,0.00
150.230.192.173,2053,0,true,HKG,Asia Pacific,Hong Kong,138,0.00
131.186.63.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,138,0.00
141.147.160.86,8443,8443,true,HKG,Asia Pacific,Hong Kong,138,0.00
168.138.206.68,8443,8443,true,HKG,Asia Pacific,Hong Kong,138,0.00
141.147.168.159,2053,2053,true,HKG,Asia Pacific,Hong Kong,139,0.00
158.101.140.252,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,0.00
131.186.60.162,2086,0,false,HKG,Asia Pacific,Hong Kong,140,0.00
131.186.59.94,2082,0,false,HKG,Asia Pacific,Hong Kong,140,0.00
158.179.188.159,80,80,false,HKG,Asia Pacific,Hong Kong,140,0.00
141.147.168.13,2053,2053,true,HKG,Asia Pacific,Hong Kong,140,0.00
141.147.178.135,2053,0,true,HKG,Asia Pacific,Hong Kong,140,0.00
158.101.136.239,2053,0,true,HKG,Asia Pacific,Hong Kong,140,0.00
158.101.142.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,0.00
131.186.60.162,2053,0,true,HKG,Asia Pacific,Hong Kong,140,0.00
158.179.188.159,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,0.00
150.230.200.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,0.00
168.138.200.155,2087,0,true,HKG,Asia Pacific,Hong Kong,140,0.00
132.145.121.247,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,0.00
158.179.186.138,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,0.00
131.186.37.191,80,0,false,HKG,Asia Pacific,Hong Kong,140,0.00
131.186.44.38,2082,0,false,HKG,Asia Pacific,Hong Kong,140,0.00
